id,hostname,ip,sistema_operativo,ram_gb,cpu_cores,disco_gb,departamento,categoria_inventario,año_compra,activo
547,srv-xzob-0547,10.1.241.91,Debian 11,32,2,2048,IT,Deportes,2015,True
548,srv-rwff-0548,10.2.10.153,Windows Server 2022,64,2,2048,IT,Deportes,2024,True
549,srv-fakf-0549,10.2.190.152,Windows Server 2022,8,4,256,Operaciones,Hogar,2018,False
550,srv-lnoe-0550,10.3.253.88,Debian 11,4,8,512,Ventas,Hogar,2018,True
551,srv-pait-0551,10.0.99.206,Windows Server 2019,64,2,120,Marketing,Hogar,2023,True
552,srv-witt-0552,10.5.74.231,Ubuntu 20.04,4,4,2048,RRHH,Hogar,2019,True
553,srv-jfkk-0553,10.2.130.184,Ubuntu 20.04,32,16,512,RRHH,Electrónica,2022,True
554,srv-ftsr-0554,10.1.146.61,CentOS 8,4,4,2048,IT,Alimentación,2021,True
555,srv-hqir-0555,10.2.185.17,CentOS 8,8,4,120,IT,Deportes,2019,False
556,srv-lsti-0556,10.4.98.37,Windows Server 2019,64,8,120,Logística,Deportes,2021,True
557,srv-cter-0557,10.5.44.220,Debian 11,8,1,256,Finanzas,Hogar,2024,True
558,srv-fwqu-0558,10.4.41.32,Red Hat 9,2,16,256,Logística,Alimentación,2018,False
559,srv-olqi-0559,10.2.214.178,Red Hat 9,4,16,1024,Marketing,Hogar,2022,True
560,srv-otni-0560,10.5.41.172,CentOS 8,32,1,2048,RRHH,Electrónica,2024,False
561,srv-vuwn-0561,10.4.236.65,Windows Server 2019,16,16,256,RRHH,Deportes,2022,True
562,srv-fsng-0562,10.5.183.183,Debian 11,32,16,1024,Logística,Deportes,2022,False
563,srv-wmbb-0563,10.0.197.3,CentOS 8,2,1,256,IT,Hogar,2023,False
564,srv-clqz-0564,10.5.243.28,Debian 11,64,8,256,RRHH,Alimentación,2024,False
565,srv-rxxq-0565,10.4.245.44,Ubuntu 22.04,2,8,512,RRHH,Alimentación,2021,True
566,srv-tjkp-0566,10.2.29.25,Debian 11,16,1,256,IT,Hogar,2016,True
567,srv-zrgi-0567,10.0.3.158,Red Hat 9,32,1,120,Finanzas,Hogar,2016,True
568,srv-bhex-0568,10.3.166.201,Red Hat 9,2,1,256,Ventas,Deportes,2022,False
569,srv-ruxe-0569,10.5.146.100,Ubuntu 20.04,64,4,256,Logística,Hogar,2019,True
570,srv-blgs-0570,10.1.105.78,Windows Server 2019,2,1,120,Finanzas,Hogar,2017,False
571,srv-uknf-0571,10.2.48.120,CentOS 8,8,16,256,Finanzas,Hogar,2024,True
572,srv-fnap-0572,10.5.83.85,Ubuntu 22.04,8,2,512,Operaciones,Deportes,2023,True
573,srv-biax-0573,10.1.171.243,Windows Server 2022,4,2,120,Logística,Alimentación,2018,True
574,srv-lsmy-0574,10.3.142.17,Red Hat 9,8,1,2048,Logística,Hogar,2024,True
575,srv-tcpo-0575,10.4.223.10,Windows Server 2022,16,8,256,IT,Deportes,2020,False
576,srv-svpm-0576,10.5.241.61,Windows Server 2022,32,4,2048,Operaciones,Electrónica,2024,True
577,srv-iimj-0577,10.4.145.40,Debian 11,4,8,2048,Operaciones,Alimentación,2018,True
578,srv-yipy-0578,10.1.70.56,CentOS 8,2,8,512,RRHH,Hogar,2023,True
579,srv-nnqe-0579,10.3.108.183,Windows Server 2019,2,8,512,RRHH,Alimentación,2018,True
580,srv-vsmr-0580,10.1.249.222,Windows Server 2019,64,8,1024,Finanzas,Electrónica,2018,True
581,srv-ndmh-0581,10.2.89.14,Ubuntu 20.04,8,2,2048,Ventas,Alimentación,2021,True
582,srv-tlrg-0582,10.0.45.222,Windows Server 2022,64,4,512,Ventas,Electrónica,2024,True
583,srv-cwlf-0583,10.2.33.17,CentOS 8,4,4,256,IT,Alimentación,2023,True
584,srv-kcmt-0584,10.1.122.226,CentOS 8,4,1,120,Operaciones,Hogar,2018,False
585,srv-sqtl-0585,10.4.119.120,Windows Server 2022,8,16,512,RRHH,Deportes,2016,True
586,srv-kzqj-0586,10.5.87.204,Debian 11,32,1,256,IT,Alimentación,2018,True
587,srv-bkcm-0587,10.4.118.104,Debian 11,4,16,512,RRHH,Deportes,2021,True
588,srv-pkii-0588,10.4.212.39,Debian 11,32,8,1024,Ventas,Deportes,2022,True
589,srv-bloq-0589,10.4.39.134,Ubuntu 20.04,32,8,1024,Ventas,Alimentación,2021,True
590,srv-ppqa-0590,10.5.250.32,Ubuntu 20.04,2,16,512,Logística,Alimentación,2018,True
591,srv-usuh-0591,10.0.112.236,Windows Server 2019,8,8,512,Marketing,Hogar,2017,False
592,srv-xwwj-0592,10.0.68.96,CentOS 8,8,8,1024,RRHH,Hogar,2021,True
593,srv-vril-0593,10.2.105.87,Windows Server 2019,4,4,1024,Marketing,Deportes,2022,True
594,srv-fsfc-0594,10.4.90.128,Ubuntu 22.04,16,8,512,Marketing,Deportes,2015,True
595,srv-vghn-0595,10.1.21.57,Ubuntu 20.04,32,4,120,Ventas,Electrónica,2018,True
596,srv-nsnz-0596,10.1.188.43,Debian 11,4,4,256,Operaciones,Hogar,2021,True
597,srv-xjop-0597,10.3.97.91,Ubuntu 20.04,64,8,1024,Finanzas,Electrónica,2024,False
598,srv-nysz-0598,10.0.135.76,Windows Server 2019,4,8,2048,Operaciones,Deportes,2019,False
599,srv-ljhi-0599,10.4.38.113,Windows Server 2022,4,2,120,IT,Deportes,2023,True
600,srv-uxel-0600,10.5.93.161,Red Hat 9,32,2,2048,IT,Hogar,2015,True
601,srv-vblw-0601,10.1.135.126,Ubuntu 22.04,64,4,120,Ventas,Electrónica,2019,True
602,srv-uwbm-0602,10.3.211.247,Ubuntu 22.04,2,4,2048,Logística,Hogar,2016,True
603,srv-irnw-0603,10.3.177.242,Red Hat 9,64,1,120,Logística,Electrónica,2024,False
604,srv-tzyp-0604,10.0.106.1,Red Hat 9,4,16,512,RRHH,Hogar,2022,True
605,srv-xifx-0605,10.1.107.47,Ubuntu 20.04,4,16,1024,Ventas,Deportes,2019,True
606,srv-pukc-0606,10.1.21.164,Windows Server 2019,2,8,1024,Marketing,Alimentación,2018,True
607,srv-sjuh-0607,10.2.29.103,Windows Server 2019,64,1,512,IT,Deportes,2023,True
608,srv-ibvl-0608,10.2.87.114,Ubuntu 20.04,2,16,1024,RRHH,Alimentación,2016,True
609,srv-ejgg-0609,10.2.181.243,Debian 11,16,2,2048,Operaciones,Deportes,2018,True
610,srv-zadl-0610,10.0.0.173,CentOS 8,32,1,512,Logística,Electrónica,2024,True
611,srv-kvvz-0611,10.3.9.10,Windows Server 2019,8,1,256,IT,Alimentación,2016,False
612,srv-jiqx-0612,10.0.84.206,Red Hat 9,4,1,2048,IT,Hogar,2017,True
613,srv-kdoe-0613,10.4.236.254,Red Hat 9,16,16,2048,Operaciones,Deportes,2015,True
614,srv-gyha-0614,10.0.228.212,Red Hat 9,16,16,2048,Operaciones,Alimentación,2019,False
615,srv-hnes-0615,10.4.140.65,Ubuntu 22.04,4,8,2048,Finanzas,Hogar,2018,True
616,srv-lavh-0616,10.1.161.82,CentOS 8,16,16,512,RRHH,Alimentación,2020,True
617,srv-zwke-0617,10.4.127.70,Ubuntu 20.04,4,16,256,Logística,Electrónica,2022,True
618,srv-rnxp-0618,10.3.138.181,Ubuntu 20.04,4,4,2048,Finanzas,Alimentación,2017,True
619,srv-itts-0619,10.3.74.23,CentOS 8,2,16,1024,Ventas,Alimentación,2016,True
620,srv-cwfe-0620,10.1.175.141,Ubuntu 22.04,2,1,120,Finanzas,Electrónica,2023,True
621,srv-shjq-0621,10.2.250.20,Ubuntu 22.04,2,16,1024,Operaciones,Alimentación,2019,True
622,srv-lnjf-0622,10.2.95.33,Ubuntu 20.04,8,8,120,Logística,Alimentación,2021,True
623,srv-ovhb-0623,10.5.251.75,CentOS 8,8,1,512,Logística,Electrónica,2024,False
624,srv-oghv-0624,10.3.33.186,Debian 11,2,4,1024,Operaciones,Deportes,2016,True
625,srv-xebi-0625,10.1.238.4,Windows Server 2019,8,4,120,Marketing,Deportes,2019,True
626,srv-gzos-0626,10.3.46.80,Red Hat 9,32,2,120,IT,Alimentación,2024,False
627,srv-uyoq-0627,10.4.253.23,Ubuntu 22.04,64,16,256,IT,Deportes,2018,False
628,srv-hyof-0628,10.3.65.236,Ubuntu 22.04,4,1,512,Marketing,Alimentación,2018,False
629,srv-xwhn-0629,10.4.203.153,Ubuntu 20.04,4,8,512,Marketing,Deportes,2024,True
630,srv-ceyd-0630,10.0.23.89,Windows Server 2022,64,4,256,Logística,Electrónica,2018,True
631,srv-ugim-0631,10.0.162.137,Ubuntu 20.04,4,8,512,IT,Deportes,2017,True
632,srv-wpkf-0632,10.2.160.177,Red Hat 9,2,1,1024,Finanzas,Electrónica,2019,False
633,srv-hekh-0633,10.5.237.222,CentOS 8,8,4,1024,Finanzas,Hogar,2023,True
634,srv-nknn-0634,10.0.129.142,Debian 11,32,2,256,Operaciones,Alimentación,2021,True
635,srv-addn-0635,10.0.71.224,CentOS 8,32,16,120,Finanzas,Electrónica,2019,True
636,srv-gskz-0636,10.3.211.45,Windows Server 2022,64,16,2048,Logística,Electrónica,2023,False
637,srv-bxvz-0637,10.3.92.46,Debian 11,16,16,256,Marketing,Electrónica,2024,True
638,srv-rxdb-0638,10.0.162.168,Debian 11,64,8,120,RRHH,Deportes,2019,True
639,srv-dccl-0639,10.2.5.104,Ubuntu 22.04,4,4,120,Operaciones,Electrónica,2015,True
640,srv-vein-0640,10.1.222.233,Windows Server 2022,8,4,512,Marketing,Alimentación,2021,True
641,srv-rees-0641,10.5.143.25,Ubuntu 20.04,4,2,1024,Operaciones,Hogar,2015,True
642,srv-sasu-0642,10.2.64.109,Debian 11,8,8,1024,Finanzas,Deportes,2020,True
643,srv-lnyb-0643,10.2.241.117,Windows Server 2019,64,4,512,Logística,Deportes,2016,True
644,srv-kore-0644,10.3.33.52,Windows Server 2019,8,4,120,Finanzas,Hogar,2017,False
645,srv-nodz-0645,10.1.148.218,Red Hat 9,32,2,1024,Ventas,Electrónica,2018,False
646,srv-tvar-0646,10.2.130.81,Ubuntu 22.04,8,8,2048,Logística,Deportes,2020,True
647,srv-qakr-0647,10.1.71.46,CentOS 8,16,2,256,Ventas,Hogar,2015,True
648,srv-ewcs-0648,10.2.228.136,CentOS 8,8,8,120,Marketing,Alimentación,2024,True
649,srv-kjsr-0649,10.2.96.215,Red Hat 9,32,2,1024,Ventas,Alimentación,2024,True
650,srv-cwdd-0650,10.4.103.49,Ubuntu 22.04,8,16,512,Ventas,Alimentación,2017,True
651,srv-kqys-0651,10.4.185.251,Windows Server 2019,64,2,512,Ventas,Deportes,2021,False
652,srv-yqqi-0652,10.2.10.160,Red Hat 9,2,16,256,Logística,Deportes,2019,True
653,srv-udmb-0653,10.2.83.205,Windows Server 2022,8,4,1024,IT,Alimentación,2016,False
654,srv-rwpd-0654,10.3.252.192,Ubuntu 20.04,16,16,2048,Finanzas,Electrónica,2023,True
655,srv-wzyg-0655,10.3.63.107,Red Hat 9,4,4,120,Ventas,Alimentación,2020,True
656,srv-sodw-0656,10.0.27.132,Debian 11,8,8,256,Ventas,Deportes,2022,True
657,srv-yzub-0657,10.0.245.43,CentOS 8,32,16,120,Logística,Alimentación,2020,True
658,srv-cdvs-0658,10.3.190.55,Ubuntu 20.04,16,8,2048,Ventas,Deportes,2018,False
659,srv-vdfd-0659,10.3.254.109,Ubuntu 22.04,8,2,1024,Finanzas,Electrónica,2023,True
660,srv-nrmr-0660,10.3.199.238,CentOS 8,32,2,512,Finanzas,Hogar,2020,True
661,srv-djxv-0661,10.4.215.132,CentOS 8,8,16,512,Finanzas,Electrónica,2020,False
662,srv-gbvs-0662,10.5.86.98,CentOS 8,4,8,256,Operaciones,Deportes,2024,True
663,srv-sjtu-0663,10.4.103.78,Windows Server 2019,4,8,2048,RRHH,Electrónica,2018,True
664,srv-hfya-0664,10.3.243.114,Windows Server 2022,16,8,120,Marketing,Electrónica,2015,False
665,srv-zxle-0665,10.4.161.143,Windows Server 2019,8,8,256,Ventas,Hogar,2022,False
666,srv-bukr-0666,10.1.10.64,Windows Server 2019,64,2,120,RRHH,Alimentación,2020,False
667,srv-cgmb-0667,10.5.110.94,Windows Server 2022,64,16,512,IT,Hogar,2015,True
668,srv-qawc-0668,10.0.20.16,Debian 11,8,2,256,Logística,Deportes,2020,True
669,srv-swmh-0669,10.2.53.75,Windows Server 2019,32,4,120,IT,Hogar,2020,False
670,srv-lzjv-0670,10.4.189.208,Windows Server 2022,8,8,256,Logística,Electrónica,2024,True
671,srv-hwqc-0671,10.0.129.241,Red Hat 9,4,4,120,RRHH,Deportes,2018,True
672,srv-xmue-0672,10.1.42.225,Windows Server 2019,16,16,1024,Operaciones,Alimentación,2015,True
673,srv-xftp-0673,10.0.230.249,Red Hat 9,8,8,1024,Finanzas,Hogar,2017,True
674,srv-zanj-0674,10.5.0.163,CentOS 8,2,16,512,IT,Deportes,2023,True
675,srv-xncr-0675,10.0.253.230,CentOS 8,8,8,2048,Operaciones,Alimentación,2020,True
676,srv-xuzi-0676,10.3.103.166,Windows Server 2022,8,16,1024,Operaciones,Deportes,2023,True
677,srv-bpft-0677,10.5.198.1,Red Hat 9,2,8,512,Logística,Electrónica,2018,True
678,srv-ixig-0678,10.4.1.204,Red Hat 9,8,1,120,Logística,Electrónica,2017,False
679,srv-zpzg-0679,10.4.119.185,Red Hat 9,32,2,256,Finanzas,Alimentación,2024,True
680,srv-aoxo-0680,10.3.210.199,Ubuntu 20.04,64,1,2048,RRHH,Hogar,2024,True
681,srv-sooy-0681,10.4.46.41,Ubuntu 22.04,2,1,2048,Ventas,Alimentación,2020,True
682,srv-dhys-0682,10.3.35.25,Ubuntu 20.04,8,16,256,RRHH,Deportes,2023,True
683,srv-gcvz-0683,10.2.150.165,Red Hat 9,32,8,2048,Operaciones,Alimentación,2017,True
684,srv-ludn-0684,10.3.235.216,Debian 11,8,8,256,IT,Hogar,2023,True
685,srv-mcjz-0685,10.1.48.13,CentOS 8,64,16,256,Finanzas,Deportes,2017,True
686,srv-ssao-0686,10.5.240.4,Windows Server 2019,4,2,512,IT,Hogar,2021,True
687,srv-ffqw-0687,10.5.31.139,Debian 11,8,4,512,Logística,Electrónica,2024,True
688,srv-iljc-0688,10.3.36.87,Red Hat 9,64,8,512,IT,Hogar,2020,True
689,srv-gwmi-0689,10.1.142.26,Debian 11,2,4,120,Finanzas,Alimentación,2017,True
690,srv-widu-0690,10.0.191.154,CentOS 8,2,8,512,Logística,Deportes,2017,True
691,srv-sqdc-0691,10.1.33.160,Ubuntu 20.04,4,1,256,IT,Alimentación,2017,True
692,srv-jszy-0692,10.4.246.58,CentOS 8,8,4,1024,RRHH,Deportes,2019,True
693,srv-vkqu-0693,10.5.152.191,Ubuntu 20.04,32,8,120,IT,Deportes,2024,True
694,srv-ugdz-0694,10.3.77.125,CentOS 8,8,4,1024,Finanzas,Electrónica,2018,True
695,srv-dbvc-0695,10.0.50.32,Debian 11,8,1,120,Ventas,Alimentación,2023,False
696,srv-cauw-0696,10.2.54.41,Red Hat 9,16,1,512,IT,Hogar,2020,True
697,srv-rqtm-0697,10.4.244.139,Windows Server 2019,4,8,512,IT,Alimentación,2024,True
698,srv-buam-0698,10.5.140.106,Ubuntu 22.04,8,4,256,Finanzas,Alimentación,2021,False
699,srv-qwaf-0699,10.5.77.43,Ubuntu 22.04,4,8,1024,Finanzas,Electrónica,2018,True
700,srv-euse-0700,10.4.180.73,Ubuntu 20.04,32,1,1024,Logística,Deportes,2022,True
701,srv-leuz-0701,10.3.16.154,Windows Server 2019,64,16,120,Operaciones,Electrónica,2020,False
702,srv-wdzc-0702,10.4.226.107,Ubuntu 22.04,4,8,120,RRHH,Hogar,2020,False
703,srv-bgio-0703,10.2.176.113,Ubuntu 20.04,16,1,512,Finanzas,Deportes,2016,True
704,srv-woro-0704,10.1.175.52,Ubuntu 22.04,32,16,512,Finanzas,Alimentación,2021,False
705,srv-dsdu-0705,10.1.111.67,Debian 11,32,4,256,IT,Hogar,2023,True
706,srv-mpwt-0706,10.4.206.69,Windows Server 2019,2,2,256,Ventas,Deportes,2016,True
707,srv-eihr-0707,10.1.33.86,CentOS 8,64,2,1024,Operaciones,Deportes,2021,True
708,srv-ltqq-0708,10.2.204.252,Windows Server 2022,4,8,256,IT,Hogar,2017,True
709,srv-nszn-0709,10.4.204.116,Debian 11,64,4,256,RRHH,Electrónica,2017,True
710,srv-nwbs-0710,10.3.107.140,Ubuntu 22.04,2,4,2048,IT,Alimentación,2020,False
711,srv-naqs-0711,10.4.233.46,Debian 11,4,2,120,Finanzas,Deportes,2020,True
712,srv-xaji-0712,10.0.17.208,Ubuntu 20.04,64,4,2048,Ventas,Hogar,2022,True
713,srv-elcv-0713,10.0.204.162,Red Hat 9,8,4,1024,Marketing,Electrónica,2016,True
714,srv-yvam-0714,10.5.119.254,Windows Server 2019,8,4,512,Logística,Alimentación,2019,True
715,srv-fyec-0715,10.1.102.226,Red Hat 9,16,2,256,IT,Electrónica,2019,False
716,srv-edfg-0716,10.3.177.6,Ubuntu 22.04,16,2,1024,Ventas,Hogar,2017,True
717,srv-qoay-0717,10.1.125.143,Ubuntu 22.04,64,8,1024,RRHH,Deportes,2015,True
718,srv-yxht-0718,10.1.219.105,Debian 11,64,4,120,Marketing,Electrónica,2022,True
719,srv-wbyq-0719,10.0.195.174,Ubuntu 20.04,2,2,256,Logística,Electrónica,2017,True
720,srv-fzje-0720,10.4.41.27,Ubuntu 20.04,4,2,2048,Logística,Alimentación,2023,False
721,srv-zpdc-0721,10.1.67.83,Ubuntu 20.04,8,4,2048,Finanzas,Alimentación,2021,True
722,srv-jyat-0722,10.1.8.135,Red Hat 9,64,4,256,Ventas,Alimentación,2024,True
723,srv-kiey-0723,10.4.254.232,Windows Server 2019,32,1,1024,Marketing,Hogar,2022,True
724,srv-menf-0724,10.5.154.88,CentOS 8,8,8,512,Marketing,Hogar,2023,True
725,srv-bfin-0725,10.3.132.95,Debian 11,8,8,2048,IT,Deportes,2016,True
726,srv-xyvf-0726,10.5.117.14,Ubuntu 22.04,8,8,1024,RRHH,Deportes,2023,True
727,srv-oeie-0727,10.2.202.244,CentOS 8,4,8,1024,Ventas,Electrónica,2020,True
728,srv-ocue-0728,10.0.90.81,CentOS 8,16,1,2048,RRHH,Alimentación,2023,True
729,srv-mmdt-0729,10.2.2.59,Red Hat 9,8,2,1024,Operaciones,Electrónica,2023,True
730,srv-mkqf-0730,10.3.31.143,CentOS 8,4,1,1024,Operaciones,Deportes,2016,True
731,srv-oyxs-0731,10.5.163.4,Ubuntu 20.04,8,2,2048,Logística,Deportes,2024,True
732,srv-yrjc-0732,10.3.172.4,Ubuntu 20.04,32,2,120,Finanzas,Alimentación,2015,True
733,srv-ygyn-0733,10.0.95.234,Debian 11,64,1,512,IT,Alimentación,2020,True
734,srv-ahnx-0734,10.0.101.225,Ubuntu 20.04,4,1,1024,Ventas,Alimentación,2020,False
735,srv-pjur-0735,10.3.71.32,CentOS 8,32,1,2048,RRHH,Alimentación,2019,False
736,srv-dfvm-0736,10.4.122.252,Windows Server 2022,16,4,512,Operaciones,Hogar,2019,True
737,srv-rxoj-0737,10.3.161.68,Ubuntu 20.04,64,2,2048,Logística,Deportes,2017,True
738,srv-ulfe-0738,10.2.94.212,Ubuntu 22.04,2,16,512,Logística,Hogar,2021,False
739,srv-btda-0739,10.1.90.61,Windows Server 2019,32,1,1024,RRHH,Hogar,2018,True
740,srv-xyhf-0740,10.2.1.34,Ubuntu 20.04,4,1,120,Logística,Alimentación,2024,True
741,srv-wcko-0741,10.1.157.5,Red Hat 9,2,8,2048,Marketing,Deportes,2021,True
742,srv-yvad-0742,10.4.248.181,Red Hat 9,32,16,2048,IT,Hogar,2019,True
743,srv-qdsw-0743,10.1.151.140,Ubuntu 22.04,32,16,120,IT,Deportes,2019,True
744,srv-cdnk-0744,10.1.209.252,CentOS 8,2,2,512,Ventas,Electrónica,2015,False
745,srv-ldni-0745,10.4.236.234,Windows Server 2019,2,4,512,Logística,Deportes,2019,False
746,srv-qcef-0746,10.0.205.154,Windows Server 2022,16,1,512,RRHH,Hogar,2018,True
747,srv-qdqu-0747,10.1.220.124,Ubuntu 22.04,64,16,2048,RRHH,Electrónica,2022,True
748,srv-kjki-0748,10.2.58.63,Ubuntu 22.04,4,2,1024,Ventas,Alimentación,2020,True
749,srv-xnoc-0749,10.4.34.194,Ubuntu 20.04,16,4,2048,Marketing,Hogar,2022,True
750,srv-cads-0750,10.3.184.98,Red Hat 9,8,2,120,Marketing,Alimentación,2017,True
751,srv-ffeu-0751,10.5.139.89,CentOS 8,2,4,512,RRHH,Alimentación,2024,True
752,srv-njuz-0752,10.0.235.130,Windows Server 2022,32,2,2048,Ventas,Electrónica,2018,True
753,srv-auyw-0753,10.1.129.88,CentOS 8,64,2,256,IT,Deportes,2015,True
754,srv-ujjr-0754,10.4.84.13,Ubuntu 22.04,4,8,256,Marketing,Hogar,2018,True
755,srv-ivgv-0755,10.3.74.29,Ubuntu 20.04,4,8,1024,Marketing,Alimentación,2020,False
756,srv-mzws-0756,10.3.192.35,Ubuntu 20.04,64,16,120,Marketing,Electrónica,2018,True
757,srv-fubo-0757,10.4.70.210,Ubuntu 20.04,2,2,256,Ventas,Hogar,2020,True
758,srv-mhns-0758,10.0.180.42,Windows Server 2019,8,4,256,IT,Deportes,2018,True
759,srv-tijm-0759,10.4.17.196,Red Hat 9,64,16,1024,Ventas,Electrónica,2022,False
760,srv-ylst-0760,10.4.172.20,Ubuntu 22.04,32,16,1024,IT,Hogar,2023,False
761,srv-apfo-0761,10.3.191.119,Windows Server 2022,4,16,1024,Marketing,Hogar,2017,True
762,srv-jlta-0762,10.1.60.19,Red Hat 9,16,4,1024,RRHH,Hogar,2016,False
763,srv-uvgm-0763,10.2.174.230,Windows Server 2022,64,1,1024,RRHH,Deportes,2019,True
764,srv-mhfo-0764,10.0.103.102,Red Hat 9,64,2,256,IT,Deportes,2019,False
765,srv-sexa-0765,10.2.201.239,Ubuntu 22.04,8,1,256,Finanzas,Hogar,2021,True
766,srv-jmjm-0766,10.5.172.25,Red Hat 9,32,8,120,Marketing,Deportes,2023,True
767,srv-yvtt-0767,10.4.41.180,Debian 11,64,1,512,Operaciones,Hogar,2015,True
768,srv-dybg-0768,10.3.5.133,Windows Server 2019,16,16,1024,Logística,Electrónica,2021,True
769,srv-izmf-0769,10.1.249.56,Ubuntu 20.04,2,1,256,Logística,Alimentación,2024,True
770,srv-hjhc-0770,10.4.100.126,CentOS 8,8,8,512,Finanzas,Electrónica,2024,False
771,srv-qbia-0771,10.0.142.53,Red Hat 9,2,1,2048,RRHH,Deportes,2015,True
772,srv-ftpz-0772,10.0.133.81,CentOS 8,8,8,1024,RRHH,Deportes,2021,False
773,srv-hodw-0773,10.0.23.32,Ubuntu 20.04,32,16,512,Marketing,Hogar,2018,False
774,srv-yocn-0774,10.2.130.179,Ubuntu 20.04,64,2,256,Logística,Alimentación,2015,True
775,srv-qrpj-0775,10.1.5.35,Windows Server 2022,2,4,256,Ventas,Hogar,2019,True
776,srv-okuy-0776,10.5.253.112,Ubuntu 22.04,32,2,2048,Marketing,Electrónica,2017,True
777,srv-pnol-0777,10.4.241.144,Ubuntu 22.04,2,16,120,Operaciones,Hogar,2020,True
778,srv-akvy-0778,10.2.208.107,Debian 11,64,16,512,Marketing,Alimentación,2022,True
779,srv-rjlf-0779,10.4.115.184,CentOS 8,2,8,120,IT,Deportes,2016,True
780,srv-jfty-0780,10.3.196.67,Debian 11,64,8,1024,Marketing,Alimentación,2020,False
781,srv-ecle-0781,10.5.78.32,Red Hat 9,32,4,256,Logística,Electrónica,2017,True
782,srv-zavr-0782,10.0.136.161,Windows Server 2022,4,8,512,RRHH,Deportes,2016,True
783,srv-zevo-0783,10.3.6.157,Red Hat 9,8,8,120,IT,Deportes,2019,True
784,srv-dugg-0784,10.4.162.204,Debian 11,32,2,1024,Operaciones,Hogar,2019,False
785,srv-roje-0785,10.0.54.17,Debian 11,32,8,512,Operaciones,Electrónica,2022,False
786,srv-lnbw-0786,10.2.21.232,Ubuntu 20.04,16,1,512,Marketing,Hogar,2016,False
787,srv-ltpa-0787,10.0.39.155,CentOS 8,64,2,256,Marketing,Hogar,2019,True
788,srv-ffkm-0788,10.5.33.155,Debian 11,32,2,1024,RRHH,Electrónica,2017,False
789,srv-klzq-0789,10.0.192.172,Windows Server 2019,16,4,512,Logística,Hogar,2015,True
790,srv-vmqv-0790,10.3.59.144,Windows Server 2022,2,1,1024,RRHH,Alimentación,2020,True
791,srv-gxak-0791,10.2.104.20,Red Hat 9,4,1,512,Operaciones,Hogar,2024,True
792,srv-pidg-0792,10.4.178.21,Debian 11,4,4,256,Finanzas,Electrónica,2024,True
793,srv-alqv-0793,10.1.205.195,Debian 11,8,4,256,Operaciones,Deportes,2019,True
794,srv-ltho-0794,10.4.132.84,Ubuntu 20.04,4,2,2048,Operaciones,Electrónica,2019,True
795,srv-sscx-0795,10.0.83.45,CentOS 8,32,2,512,Operaciones,Alimentación,2023,True
796,srv-uzub-0796,10.1.63.162,Windows Server 2019,8,8,512,Ventas,Deportes,2023,False
797,srv-exau-0797,10.4.40.149,Debian 11,32,8,512,Ventas,Deportes,2024,False
798,srv-dpta-0798,10.0.43.154,Windows Server 2019,64,4,120,IT,Electrónica,2019,True
799,srv-belt-0799,10.2.157.200,Ubuntu 20.04,2,16,256,Marketing,Deportes,2023,True
800,srv-xoqw-0800,10.3.250.198,Ubuntu 20.04,2,1,512,IT,Deportes,2019,True
801,srv-verm-0801,10.2.193.29,CentOS 8,16,16,2048,Operaciones,Deportes,2015,True
802,srv-wgwo-0802,10.0.212.196,Ubuntu 20.04,64,1,512,Operaciones,Hogar,2022,True
803,srv-jsab-0803,10.1.68.188,Ubuntu 20.04,16,16,256,Logística,Alimentación,2024,False
804,srv-vemj-0804,10.2.226.16,Ubuntu 22.04,16,16,120,Logística,Alimentación,2019,True
805,srv-txde-0805,10.4.27.113,Ubuntu 22.04,16,2,256,Finanzas,Deportes,2020,True
806,srv-rdfo-0806,10.4.133.138,Ubuntu 22.04,4,4,256,RRHH,Electrónica,2023,True
807,srv-yhyd-0807,10.1.14.114,Windows Server 2019,64,16,1024,RRHH,Hogar,2022,False
808,srv-qudo-0808,10.4.146.112,Red Hat 9,8,1,512,Finanzas,Hogar,2016,True
809,srv-yefk-0809,10.0.210.196,Debian 11,2,16,120,IT,Alimentación,2021,False
810,srv-plck-0810,10.1.135.179,Windows Server 2019,4,1,256,Marketing,Hogar,2016,True
811,srv-zfob-0811,10.1.187.42,Red Hat 9,4,4,256,RRHH,Deportes,2020,True
812,srv-jpvp-0812,10.1.13.21,Ubuntu 20.04,8,8,2048,Finanzas,Deportes,2015,True
813,srv-oowb-0813,10.4.59.203,Windows Server 2022,2,16,120,Finanzas,Hogar,2023,True
814,srv-aqdt-0814,10.1.107.212,Ubuntu 20.04,4,4,1024,Operaciones,Electrónica,2023,True
815,srv-qlbw-0815,10.1.31.160,Windows Server 2022,8,16,120,Finanzas,Electrónica,2017,True
816,srv-arfc-0816,10.4.47.175,Ubuntu 22.04,32,8,256,Marketing,Alimentación,2022,False
817,srv-qujj-0817,10.3.127.39,Ubuntu 22.04,16,1,120,Operaciones,Hogar,2024,True
818,srv-smva-0818,10.4.221.34,Windows Server 2022,8,16,1024,Finanzas,Hogar,2017,True
819,srv-wwbl-0819,10.3.246.232,Ubuntu 20.04,32,1,1024,Marketing,Electrónica,2019,True
820,srv-xdsc-0820,10.0.59.106,Red Hat 9,64,4,120,RRHH,Deportes,2024,True
